Date,Open,High,Low,Close
03/03/2015,"6,940.64","6,963.55","6,889.13","6,889.13"
03/02/2015,"6,946.66","6,974.26","6,924.33","6,940.64"
02/27/2015,"6,949.73","6,967.24","6,929.84","6,946.66"
02/26/2015,"6,935.38","6,949.98","6,920.54","6,949.73"
02/25/2015,"6,949.63","6,955.41","6,904.88","6,935.38"
02/24/2015,"6,912.16","6,958.89","6,899.59","6,949.63"
02/23/2015,"6,915.20","6,943.61","6,885.89","6,912.16"
02/20/2015,"6,888.90","6,920.51","6,884.77","6,915.20"
02/19/2015,"6,898.08","6,907.30","6,858.67","6,888.90"
02/18/2015,"6,898.13","6,921.32","6,876.30","6,898.08"
02/17/2015,"6,857.05","6,898.13","6,819.78","6,898.13"
02/16/2015,"6,873.52","6,878.66","6,851.77","6,857.05"
02/13/2015,"6,828.11","6,887.57","6,828.11","6,873.52"
02/12/2015,"6,818.17","6,854.62","6,817.23","6,828.11"
02/11/2015,"6,829.12","6,838.33","6,786.12","6,818.17"
02/10/2015,"6,837.15","6,843.90","6,788.89","6,829.12"
02/09/2015,"6,853.44","6,853.44","6,777.99","6,837.15"
02/06/2015,"6,865.93","6,886.22","6,835.48","6,853.44"
02/05/2015,"6,860.02","6,870.10","6,808.19","6,865.93"
02/04/2015,"6,871.80","6,883.49","6,804.10","6,860.02"
02/03/2015,"6,782.55","6,886.31","6,782.39","6,871.80"
02/02/2015,"6,749.40","6,795.52","6,731.99","6,782.55"
01/30/2015,"6,810.60","6,843.98","6,749.40","6,749.40"
01/29/2015,"6,825.94","6,825.94","6,750.22","6,810.60"
01/28/2015,"6,811.61","6,863.00","6,777.08","6,825.94"
01/27/2015,"6,852.40","6,864.97","6,773.54","6,811.61"
01/26/2015,"6,832.83","6,855.92","6,790.13","6,852.40"
01/23/2015,"6,796.63","6,841.73","6,796.58","6,832.83"
01/22/2015,"6,728.04","6,808.18","6,726.24","6,796.63"
01/21/2015,"6,620.10","6,728.04","6,620.10","6,728.04"
01/20/2015,"6,585.53","6,640.44","6,585.53","6,620.10"
01/19/2015,"6,550.27","6,598.89","6,548.00","6,585.53"
01/16/2015,"6,498.78","6,553.20","6,443.28","6,550.27"
01/15/2015,"6,388.46","6,498.78","6,298.15","6,498.78"
01/14/2015,"6,542.20","6,542.20","6,353.65","6,388.46"
01/13/2015,"6,501.42","6,558.83","6,465.19","6,542.20"
01/12/2015,"6,501.14","6,542.43","6,447.91","6,501.42"
01/09/2015,"6,569.96","6,570.24","6,471.38","6,501.14"
01/08/2015,"6,419.83","6,580.82","6,419.83","6,569.96"
01/07/2015,"6,366.51","6,459.74","6,366.51","6,419.83"
01/06/2015,"6,417.16","6,452.66","6,328.59","6,366.51"
01/05/2015,"6,547.80","6,576.74","6,404.49","6,417.16"
01/02/2015,"6,566.09","6,607.89","6,510.60","6,547.80"
01/01/2015,"6,566.09","6,578.24","6,547.00","6,566.09"
12/31/2014,"6,547.00","6,578.24","6,547.00","6,566.09"
12/30/2014,"6,633.51","6,633.51","6,528.89","6,547.00"
12/29/2014,"6,609.93","6,651.96","6,587.87","6,633.51"
12/26/2014,"6,609.93","6,618.09","6,586.05","6,609.93"
12/25/2014,"6,609.93","6,618.09","6,586.05","6,609.93"
12/24/2014,"6,598.18","6,618.09","6,586.05","6,609.93"
12/23/2014,"6,576.74","6,620.47","6,576.74","6,598.18"
12/22/2014,"6,545.27","6,620.95","6,545.27","6,576.74"
12/19/2014,"6,466.00","6,566.90","6,466.00","6,545.27"
12/18/2014,"6,336.48","6,466.00","6,336.48","6,466.00"
12/17/2014,"6,331.83","6,359.68","6,240.32","6,336.48"
12/16/2014,"6,182.72","6,331.83","6,144.72","6,331.83"
12/15/2014,"6,300.63","6,356.34","6,182.72","6,182.72"
12/12/2014,"6,461.70","6,461.70","6,297.44","6,300.63"
12/11/2014,"6,500.04","6,521.66","6,441.28","6,461.70"
12/10/2014,"6,529.47","6,565.77","6,500.04","6,500.04"
12/09/2014,"6,672.15","6,672.15","6,529.47","6,529.47"
12/08/2014,"6,742.84","6,742.84","6,672.15","6,672.15"
12/05/2014,"6,679.37","6,751.32","6,679.37","6,742.84"
12/04/2014,"6,716.63","6,733.96","6,672.67","6,679.37"
12/03/2014,"6,742.10","6,753.19","6,713.81","6,716.63"
12/02/2014,"6,656.37","6,744.31","6,656.37","6,742.10"
12/01/2014,"6,722.62","6,722.62","6,637.39","6,656.37"
11/28/2014,"6,723.42","6,734.71","6,667.08","6,722.62"
11/27/2014,"6,729.17","6,749.91","6,713.76","6,723.42"
11/26/2014,"6,731.14","6,765.01","6,718.53","6,729.17"
11/25/2014,"6,729.79","6,750.87","6,709.31","6,731.14"
11/24/2014,"6,750.76","6,763.97","6,720.09","6,729.79"
11/21/2014,"6,678.90","6,773.14","6,678.90","6,750.76"
11/20/2014,"6,696.60","6,696.82","6,641.14","6,678.90"
11/19/2014,"6,709.13","6,718.88","6,678.13","6,696.60"
11/18/2014,"6,671.97","6,714.12","6,671.75","6,709.13"
11/17/2014,"6,654.37","6,681.55","6,616.12","6,671.97"
11/14/2014,"6,635.45","6,654.37","6,610.13","6,654.37"
11/13/2014,"6,611.04","6,645.90","6,596.89","6,635.45"
11/12/2014,"6,627.40","6,629.33","6,588.93","6,611.04"
11/11/2014,"6,611.25","6,632.57","6,605.34","6,627.40"
11/10/2014,"6,567.24","6,611.25","6,566.78","6,611.25"
11/07/2014,"6,551.15","6,608.23","6,551.15","6,567.24"
11/06/2014,"6,539.14","6,580.21","6,503.81","6,551.15"
11/05/2014,"6,453.97","6,539.14","6,453.97","6,539.14"
11/04/2014,"6,487.97","6,510.31","6,444.89","6,453.97"
11/03/2014,"6,546.47","6,559.56","6,478.49","6,487.97"
10/31/2014,"6,463.55","6,553.37","6,463.55","6,546.47"
10/30/2014,"6,453.87","6,483.24","6,378.15","6,463.55"
10/29/2014,"6,402.17","6,475.35","6,402.17","6,453.87"
10/28/2014,"6,363.46","6,412.00","6,363.46","6,402.17"
10/27/2016,"6,958.09","7,003.93","6,924.05","6,986.57"
10/26/2016,"7,017.64","7,017.64","6,917.77","6,958.09"
10/25/2016,"6,986.40","7,067.23","6,985.92","7,017.64"
10/24/2016,"7,020.47","7,067.34","6,983.40","6,986.40"
10/21/2016,"7,026.90","7,058.39","7,011.09","7,020.47"
10/20/2016,"7,021.92","7,047.55","6,998.84","7,026.90"
10/19/2016,"7,000.06","7,031.20","6,975.92","7,021.92"
10/18/2016,"6,947.55","7,033.02","6,946.39","7,000.06"
10/17/2016,"7,013.55","7,013.55","6,937.43","6,947.55"
10/14/2016,"6,977.74","7,055.18","6,977.74","7,013.55"
10/13/2016,"7,024.01","7,024.01","6,930.04","6,977.74"
10/12/2016,"7,070.88","7,079.42","7,015.76","7,024.01"
10/11/2016,"7,097.50","7,129.83","7,061.36","7,070.88"
10/10/2016,"7,044.39","7,104.49","7,024.08","7,097.50"
10/07/2016,"6,999.96","7,079.25","6,999.96","7,044.39"
10/06/2016,"7,033.25","7,049.34","6,999.96","6,999.96"
10/05/2016,"7,074.34","7,076.71","7,024.13","7,033.25"
10/04/2016,"6,983.52","7,121.93","6,983.52","7,074.34"
10/03/2016,"6,899.33","6,996.43","6,898.09","6,983.52"
09/30/2016,"6,919.42","6,919.42","6,809.51","6,899.33"
09/29/2016,"6,849.38","6,941.09","6,849.38","6,919.42"
09/28/2016,"6,807.67","6,878.21","6,807.67","6,849.38"
09/27/2016,"6,818.04","6,865.45","6,768.86","6,807.67"
09/26/2016,"6,909.43","6,909.63","6,806.47","6,818.04"
09/23/2016,"6,911.40","6,920.23","6,882.62","6,909.43"
09/22/2016,"6,834.77","6,937.33","6,834.77","6,911.40"
09/21/2016,"6,830.79","6,879.81","6,830.47","6,834.77"
09/20/2016,"6,813.55","6,869.10","6,798.02","6,830.79"
09/19/2016,"6,710.28","6,813.95","6,710.28","6,813.55"
09/16/2016,"6,730.30","6,746.29","6,692.73","6,710.28"
09/15/2016,"6,673.31","6,736.84","6,654.82","6,730.30"
09/14/2016,"6,665.63","6,720.29","6,665.63","6,673.31"
09/13/2016,"6,700.90","6,724.74","6,665.63","6,665.63"
09/12/2016,"6,776.95","6,776.95","6,654.48","6,700.90"
09/09/2016,"6,858.70","6,862.38","6,762.30","6,776.95"
09/08/2016,"6,846.58","6,889.64","6,819.82","6,858.70"
09/07/2016,"6,826.05","6,856.12","6,814.87","6,846.58"
09/06/2016,"6,879.42","6,887.92","6,818.96","6,826.05"
09/05/2016,"6,894.60","6,910.66","6,867.08","6,879.42"
09/02/2016,"6,745.97","6,928.25","6,745.97","6,894.60"
09/01/2016,"6,781.51","6,826.22","6,723.21","6,745.97"
08/31/2016,"6,820.79","6,832.89","6,779.54","6,781.51"
08/30/2016,"6,838.05","6,851.83","6,808.07","6,820.79"
08/29/2016,"6,838.05","6,857.29","6,798.82","6,838.05"
08/26/2016,"6,816.90","6,857.29","6,798.82","6,838.05"
08/25/2016,"6,835.78","6,836.22","6,779.15","6,816.90"
08/24/2016,"6,868.51","6,868.51","6,825.22","6,835.78"
08/23/2016,"6,828.54","6,885.39","6,828.54","6,868.51"
08/22/2016,"6,858.95","6,884.61","6,812.07","6,828.54"
08/19/2016,"6,868.96","6,871.48","6,840.94","6,858.95"
08/18/2016,"6,859.15","6,893.35","6,850.61","6,868.96"
08/17/2016,"6,893.92","6,920.76","6,849.90","6,859.15"
08/16/2016,"6,941.19","6,941.19","6,893.92","6,893.92"
08/15/2016,"6,916.02","6,955.34","6,907.17","6,941.19"
08/12/2016,"6,914.71","6,931.04","6,896.04","6,916.02"
08/11/2016,"6,866.42","6,914.71","6,812.73","6,914.71"
08/10/2016,"6,851.30","6,866.42","6,820.04","6,866.42"
08/09/2016,"6,809.13","6,863.10","6,807.76","6,851.30"
08/08/2016,"6,793.47","6,829.47","6,781.47","6,809.13"
08/05/2016,"6,740.16","6,802.41","6,738.57","6,793.47"
08/04/2016,"6,634.40","6,749.67","6,615.83","6,740.16"
08/03/2016,"6,645.40","6,673.63","6,621.42","6,634.40"
08/02/2016,"6,693.95","6,694.14","6,630.76","6,645.40"
08/01/2016,"6,724.43","6,769.41","6,678.45","6,693.95"
07/29/2016,"6,721.06","6,740.47","6,691.13","6,724.43"
07/28/2016,"6,750.43","6,762.72","6,718.90","6,721.06"
07/27/2016,"6,724.03","6,780.05","6,723.71","6,750.43"
07/26/2016,"6,710.13","6,744.80","6,708.58","6,724.03"
07/25/2016,"6,730.48","6,756.13","6,691.03","6,710.13"
07/22/2016,"6,699.89","6,735.94","6,663.72","6,730.48"
07/21/2016,"6,728.99","6,732.07","6,694.52","6,699.89"
07/20/2016,"6,697.37","6,736.57","6,694.36","6,728.99"
07/19/2016,"6,695.42","6,711.69","6,660.87","6,697.37"
07/18/2016,"6,669.24","6,715.58","6,653.67","6,695.42"
07/15/2016,"6,654.47","6,669.24","6,616.51","6,669.24"
07/14/2016,"6,670.40","6,743.42","6,648.40","6,654.47"
07/13/2016,"6,680.69","6,717.17","6,654.64","6,670.40"
07/12/2016,"6,682.86","6,703.09","6,663.66","6,680.69"
07/11/2016,"6,590.64","6,695.07","6,590.64","6,682.86"
07/08/2016,"6,533.79","6,605.83","6,515.24","6,590.64"
07/07/2016,"6,463.59","6,579.25","6,463.59","6,533.79"
07/06/2016,"6,545.37","6,580.32","6,432.47","6,463.59"
07/05/2016,"6,522.26","6,561.58","6,472.25","6,545.37"
07/04/2016,"6,577.83","6,612.13","6,514.81","6,522.26"
07/01/2016,"6,504.33","6,587.44","6,498.56","6,577.83"
06/30/2016,"6,360.06","6,504.33","6,309.98","6,504.33"
06/29/2016,"6,140.39","6,360.06","6,140.39","6,360.06"
06/28/2016,"5,982.20","6,170.26","5,982.20","6,140.39"
06/27/2016,"6,138.69","6,138.69","5,958.66","5,982.20"
06/24/2016,"6,338.10","6,338.55","5,788.74","6,138.69"
06/23/2016,"6,261.19","6,380.58","6,261.19","6,338.10"
06/22/2016,"6,226.55","6,315.62","6,222.01","6,261.19"
06/21/2016,"6,204.00","6,250.19","6,156.23","6,226.55"
06/20/2016,"6,021.09","6,236.53","6,021.09","6,204.00"
06/17/2016,"5,950.48","6,046.10","5,950.48","6,021.09"
06/16/2016,"5,966.80","5,966.80","5,899.97","5,950.48"
06/15/2016,"5,923.53","6,007.49","5,923.39","5,966.80"
06/14/2016,"6,044.97","6,044.97","5,921.72","5,923.53"
06/13/2016,"6,115.76","6,115.76","6,044.97","6,044.97"
06/10/2016,"6,231.89","6,231.89","6,097.24","6,115.76"
06/09/2016,"6,301.52","6,301.73","6,229.07","6,231.89"
06/08/2016,"6,284.53","6,304.51","6,263.80","6,301.52"
06/07/2016,"6,273.40","6,322.60","6,273.40","6,284.53"
06/06/2016,"6,209.63","6,301.56","6,209.63","6,273.40"
06/03/2016,"6,185.61","6,251.74","6,168.19","6,209.63"
06/02/2016,"6,191.93","6,220.27","6,173.05","6,185.61"
06/01/2016,"6,230.79","6,233.18","6,151.90","6,191.93"
05/31/2016,"6,270.79","6,290.07","6,230.11","6,230.79"
05/30/2016,"6,270.79","6,275.90","6,250.27","6,270.79"
05/27/2016,"6,265.65","6,275.90","6,250.27","6,270.79"
05/26/2016,"6,262.85","6,281.73","6,243.49","6,265.65"
05/25/2016,"6,219.26","6,270.25","6,219.26","6,262.85"
05/24/2016,"6,136.43","6,231.85","6,109.58","6,219.26"
05/23/2016,"6,156.32","6,173.06","6,122.57","6,136.43"
05/20/2016,"6,053.35","6,156.50","6,053.35","6,156.32"
05/19/2016,"6,165.80","6,165.80","6,050.21","6,053.35"
05/18/2016,"6,167.77","6,169.33","6,115.99","6,165.80"
05/17/2016,"6,151.40","6,215.88","6,147.16","6,167.77"
05/16/2016,"6,138.50","6,157.24","6,092.21","6,151.40"
05/13/2016,"6,104.19","6,138.50","6,060.10","6,138.50"
05/12/2016,"6,162.49","6,193.21","6,094.14","6,104.19"
05/11/2016,"6,156.65","6,172.72","6,131.22","6,162.49"
05/10/2016,"6,114.81","6,180.19","6,114.81","6,156.65"
05/09/2016,"6,125.70","6,177.60","6,108.37","6,114.81"
05/06/2016,"6,117.25","6,129.90","6,054.74","6,125.70"
05/05/2016,"6,112.02","6,152.59","6,102.29","6,117.25"
05/04/2016,"6,185.59","6,185.59","6,100.76","6,112.02"
05/03/2016,"6,241.89","6,270.03","6,159.86","6,185.59"
05/02/2016,"6,241.89","6,322.40","6,241.89","6,241.89"
04/29/2016,"6,322.40","6,322.40","6,241.89","6,241.89"
04/28/2016,"6,319.91","6,322.40","6,224.47","6,322.40"
04/27/2016,"6,284.52","6,319.91","6,255.20","6,319.91"
04/26/2016,"6,260.92","6,297.88","6,260.92","6,284.52"
04/25/2016,"6,310.44","6,324.60","6,249.34","6,260.92"
04/22/2016,"6,381.44","6,381.58","6,289.34","6,310.44"
04/21/2016,"6,410.26","6,427.32","6,352.93","6,381.44"
04/20/2016,"6,405.35","6,421.91","6,367.36","6,410.26"
04/19/2016,"6,353.52","6,418.25","6,353.49","6,405.35"
04/18/2016,"6,343.75","6,354.88","6,261.71","6,353.52"
04/15/2016,"6,365.10","6,372.52","6,328.19","6,343.75"
04/14/2016,"6,362.89","6,373.93","6,335.40","6,365.10"
04/13/2016,"6,242.39","6,362.89","6,242.39","6,362.89"
04/12/2016,"6,200.12","6,248.27","6,176.28","6,242.39"
04/11/2016,"6,204.41","6,229.66","6,165.46","6,200.12"
04/08/2016,"6,136.89","6,216.28","6,136.89","6,204.41"
04/07/2016,"6,161.63","6,204.11","6,119.38","6,136.89"
04/06/2016,"6,091.23","6,161.63","6,091.23","6,161.63"
04/05/2016,"6,164.72","6,164.74","6,061.85","6,091.23"
04/04/2016,"6,146.05","6,201.95","6,132.90","6,164.72"
04/01/2016,"6,174.90","6,174.90","6,076.89","6,146.05"
03/31/2016,"6,203.17","6,203.39","6,149.82","6,174.90"
03/30/2016,"6,105.90","6,221.80","6,105.90","6,203.17"
03/29/2016,"6,106.48","6,156.67","6,070.77","6,105.90"
03/28/2016,"6,106.48","6,199.11","6,090.03","6,106.48"
03/25/2016,"6,106.48","6,199.11","6,090.03","6,106.48"
03/24/2016,"6,199.11","6,199.11","6,090.03","6,106.48"
03/23/2016,"6,192.74","6,216.76","6,171.13","6,199.11"
03/22/2016,"6,184.58","6,193.47","6,110.39","6,192.74"
03/21/2016,"6,189.64","6,215.30","6,154.12","6,184.58"
03/18/2016,"6,201.12","6,237.02","6,186.24","6,189.64"
03/17/2016,"6,175.49","6,220.02","6,125.70","6,201.12"
03/16/2016,"6,139.97","6,186.18","6,134.27","6,175.49"
03/15/2016,"6,174.57","6,174.57","6,114.77","6,139.97"
03/14/2016,"6,139.79","6,197.83","6,139.79","6,174.57"
03/11/2016,"6,036.70","6,150.88","6,036.70","6,139.79"
03/10/2016,"6,146.32","6,203.40","6,036.70","6,036.70"
03/09/2016,"6,125.44","6,174.82","6,118.23","6,146.32"
03/08/2016,"6,182.40","6,182.45","6,101.89","6,125.44"
03/07/2016,"6,199.43","6,216.10","6,125.64","6,182.40"
03/04/2016,"6,130.46","6,204.14","6,130.46","6,199.43"
03/03/2016,"6,147.06","6,173.70","6,108.35","6,130.46"
03/02/2016,"6,152.88","6,194.01","6,097.77","6,147.06"
03/01/2016,"6,097.09","6,153.75","6,070.51","6,152.88"
02/29/2016,"6,096.01","6,104.98","6,033.21","6,097.09"
02/26/2016,"6,012.81","6,115.37","6,012.81","6,096.01"
02/25/2016,"5,867.18","6,028.97","5,867.18","6,012.81"
02/24/2016,"5,962.31","5,966.73","5,845.55","5,867.18"
02/23/2016,"6,037.73","6,037.73","5,954.18","5,962.31"
02/22/2016,"5,950.23","6,065.81","5,950.23","6,037.73"
02/19/2016,"5,971.95","6,001.22","5,916.26","5,950.23"
02/18/2016,"6,030.32","6,036.46","5,948.25","5,971.95"
02/17/2016,"5,862.17","6,030.32","5,862.17","6,030.32"
02/16/2016,"5,824.28","5,880.72","5,812.49","5,862.17"
02/15/2016,"5,707.60","5,844.53","5,707.60","5,824.28"
02/12/2016,"5,536.97","5,707.60","5,536.97","5,707.60"
02/11/2016,"5,672.30","5,672.30","5,499.51","5,536.97"
02/10/2016,"5,632.19","5,712.78","5,616.88","5,672.30"
02/09/2016,"5,689.36","5,739.25","5,596.26","5,632.19"
02/08/2016,"5,848.06","5,882.43","5,666.13","5,689.36"
02/05/2016,"5,898.76","5,945.90","5,839.36","5,848.06"
02/04/2016,"5,837.14","5,938.12","5,831.12","5,898.76"
02/03/2016,"5,922.01","5,924.58","5,791.04","5,837.14"
02/02/2016,"6,060.10","6,060.45","5,889.60","5,922.01"
02/01/2016,"6,083.79","6,115.11","5,993.84","6,060.10"
01/29/2016,"5,931.78","6,083.79","5,931.78","6,083.79"
01/28/2016,"5,990.37","6,020.54","5,889.37","5,931.78"
01/27/2016,"5,911.46","5,990.37","5,870.75","5,990.37"
01/26/2016,"5,877.00","5,919.17","5,771.37","5,911.46"
01/25/2016,"5,900.01","5,933.47","5,851.83","5,877.00"
01/22/2016,"5,773.79","5,926.94","5,773.79","5,900.01"
01/21/2016,"5,673.58","5,781.24","5,659.15","5,773.79"
01/20/2016,"5,876.80","5,876.80","5,639.88","5,673.58"
01/19/2016,"5,779.92","5,915.69","5,779.92","5,876.80"
01/18/2016,"5,804.10","5,852.09","5,766.50","5,779.92"
01/15/2016,"5,918.23","5,934.62","5,769.23","5,804.10"
01/14/2016,"5,960.97","5,960.97","5,829.26","5,918.23"
01/13/2016,"5,929.24","6,011.13","5,929.24","5,960.97"
01/12/2016,"5,871.83","5,985.80","5,866.67","5,929.24"
01/11/2016,"5,912.44","5,941.93","5,871.83","5,871.83"
01/08/2016,"5,954.08","6,013.38","5,912.44","5,912.44"
01/07/2016,"6,073.38","6,073.38","5,887.97","5,954.08"
01/06/2016,"6,137.24","6,137.24","6,018.65","6,073.38"
01/05/2016,"6,093.43","6,166.26","6,079.23","6,137.24"
01/04/2016,"6,242.32","6,242.32","6,071.01","6,093.43"
01/01/2016,"6,242.32","6,278.31","6,233.03","6,242.32"
12/31/2015,"6,274.05","6,278.31","6,233.03","6,242.32"
12/30/2015,"6,314.57","6,314.57","6,261.48","6,274.05"
12/29/2015,"6,254.64","6,314.57","6,245.24","6,314.57"
12/28/2015,"6,254.64","6,259.86","6,236.85","6,254.64"
12/25/2015,"6,254.64","6,259.86","6,236.85","6,254.64"
12/24/2015,"6,240.98","6,259.86","6,236.85","6,254.64"
12/23/2015,"6,083.10","6,248.50","6,083.10","6,240.98"
12/22/2015,"6,034.84","6,090.58","6,031.82","6,083.10"
12/21/2015,"6,052.42","6,113.96","6,034.84","6,034.84"
12/18/2015,"6,102.54","6,105.57","6,051.74","6,052.42"
12/17/2015,"6,061.19","6,160.78","6,061.19","6,102.54"
12/16/2015,"6,017.79","6,089.31","6,016.25","6,061.19"
12/15/2015,"5,874.06","6,036.68","5,874.06","6,017.79"
12/14/2015,"5,952.78","6,009.92","5,871.88","5,874.06"
12/11/2015,"6,088.05","6,088.05","5,949.84","5,952.78"
12/10/2015,"6,126.68","6,127.09","6,079.96","6,088.05"
12/09/2015,"6,135.22","6,175.75","6,101.22","6,126.68"
12/08/2015,"6,223.52","6,224.86","6,120.68","6,135.22"
12/07/2015,"6,238.29","6,287.23","6,215.17","6,223.52"
12/04/2015,"6,275.00","6,277.59","6,219.50","6,238.29"
12/03/2015,"6,420.93","6,444.72","6,275.00","6,275.00"
12/02/2015,"6,395.65","6,447.34","6,395.20","6,420.93"
12/01/2015,"6,395.65","6,402.36","6,356.09","6,395.65"
11/30/2015,"6,375.15","6,387.11","6,329.92","6,356.09"
11/27/2015,"6,393.13","6,393.13","6,345.30","6,375.15"
11/26/2015,"6,337.64","6,395.33","6,333.92","6,393.13"
11/25/2015,"6,277.23","6,348.05","6,277.23","6,337.64"
11/24/2015,"6,305.49","6,305.49","6,221.33","6,277.23"
11/23/2015,"6,334.63","6,334.63","6,267.05","6,305.49"
11/20/2015,"6,329.93","6,360.73","6,311.76","6,334.63"
11/19/2015,"6,278.97","6,366.85","6,278.97","6,329.93"
11/18/2015,"6,268.76","6,283.90","6,228.15","6,278.97"
11/17/2015,"6,146.38","6,269.44","6,146.38","6,268.76"
11/16/2015,"6,118.28","6,161.90","6,079.79","6,146.38"
11/13/2015,"6,178.68","6,178.95","6,088.76","6,118.28"
11/12/2015,"6,297.20","6,300.90","6,178.68","6,178.68"
11/11/2015,"6,275.28","6,327.16","6,272.69","6,297.20"
11/10/2015,"6,295.16","6,329.69","6,250.31","6,275.28"
11/09/2015,"6,353.83","6,380.42","6,292.05","6,295.16"
11/06/2015,"6,364.90","6,395.19","6,332.73","6,353.83"
11/05/2015,"6,412.88","6,421.81","6,358.12","6,364.90"
11/04/2015,"6,383.61","6,459.46","6,383.04","6,412.88"
11/03/2015,"6,361.80","6,383.61","6,344.70","6,383.61"
11/02/2015,"6,361.09","6,364.42","6,317.29","6,361.80"
10/30/2015,"6,395.80","6,410.28","6,337.65","6,361.09"
10/29/2015,"6,437.80","6,437.85","6,358.16","6,395.80"
10/28/2015,"6,365.27","6,448.46","6,355.78","6,437.80"
10/27/2017,"7,486.50","7,520.76","7,485.24","7,505.03"
10/26/2017,"7,447.21","7,488.26","7,440.11","7,486.50"
10/25/2017,"7,526.54","7,528.46","7,437.42","7,447.21"
10/24/2017,"7,524.45","7,535.22","7,508.50","7,526.54"
10/23/2017,"7,523.23","7,542.00","7,511.77","7,524.45"
10/20/2017,"7,523.04","7,560.04","7,517.07","7,523.23"
10/19/2017,"7,542.87","7,542.87","7,485.42","7,523.04"
10/18/2017,"7,516.17","7,555.24","7,516.17","7,542.87"
10/17/2017,"7,526.97","7,550.44","7,506.31","7,516.17"
10/16/2017,"7,535.44","7,557.00","7,526.73","7,526.97"
10/13/2017,"7,556.24","7,556.24","7,521.09","7,535.44"
10/12/2017,"7,533.81","7,565.11","7,526.33","7,556.24"
10/11/2017,"7,538.27","7,550.17","7,519.60","7,533.81"
10/10/2017,"7,507.89","7,543.88","7,504.56","7,538.27"
10/09/2017,"7,522.87","7,523.65","7,493.68","7,507.89"
10/06/2017,"7,507.99","7,527.72","7,507.99","7,522.87"
10/05/2017,"7,467.58","7,507.99","7,464.40","7,507.99"
10/04/2017,"7,468.11","7,476.33","7,456.61","7,467.58"
10/03/2017,"7,438.84","7,469.82","7,426.67","7,468.11"
10/02/2017,"7,372.76","7,438.84","7,372.73","7,438.84"
09/29/2017,"7,322.82","7,382.67","7,321.64","7,372.76"
09/28/2017,"7,313.51","7,323.33","7,289.75","7,322.82"
09/27/2017,"7,285.74","7,327.50","7,285.74","7,313.51"
09/26/2017,"7,301.29","7,311.82","7,273.32","7,285.74"
09/25/2017,"7,310.64","7,312.45","7,272.49","7,301.29"
09/22/2017,"7,263.90","7,320.28","7,242.23","7,310.64"
09/21/2017,"7,271.95","7,289.16","7,260.05","7,263.90"
09/20/2017,"7,275.25","7,289.93","7,249.58","7,271.95"
09/19/2017,"7,253.28","7,285.67","7,243.59","7,275.25"
09/18/2017,"7,215.47","7,257.45","7,215.47","7,253.28"
09/15/2017,"7,295.39","7,295.39","7,196.58","7,215.47"
09/14/2017,"7,379.70","7,390.70","7,287.73","7,295.39"
09/13/2017,"7,400.69","7,401.30","7,336.23","7,379.70"
09/12/2017,"7,413.59","7,435.84","7,386.98","7,400.69"
09/11/2017,"7,377.60","7,434.07","7,377.60","7,413.59"
09/08/2017,"7,396.98","7,396.98","7,358.42","7,377.60"
09/07/2017,"7,354.13","7,412.68","7,348.38","7,396.98"
09/06/2017,"7,372.92","7,372.92","7,322.42","7,354.13"
09/05/2017,"7,411.47","7,437.51","7,369.58","7,372.92"
09/04/2017,"7,438.50","7,438.50","7,404.05","7,411.47"
09/01/2017,"7,430.62","7,460.52","7,430.06","7,438.50"
08/31/2017,"7,365.26","7,443.68","7,365.01","7,430.62"
08/30/2017,"7,337.43","7,381.33","7,337.43","7,365.26"
08/29/2017,"7,401.46","7,401.62","7,289.20","7,337.43"
08/28/2017,"7,401.46","7,439.53","7,401.46","7,401.46"
08/25/2017,"7,407.06","7,439.53","7,401.46","7,401.46"
08/24/2017,"7,382.65","7,437.87","7,382.16","7,407.06"
08/23/2017,"7,381.74","7,394.52","7,360.33","7,382.65"
08/22/2017,"7,318.88","7,387.55","7,318.88","7,381.74"
08/21/2017,"7,323.98","7,331.95","7,296.80","7,318.88"
08/18/2017,"7,387.87","7,387.87","7,302.47","7,323.98"
08/17/2017,"7,433.03","7,433.74","7,382.16","7,387.87"
08/16/2017,"7,383.85","7,444.98","7,383.85","7,433.03"
08/15/2017,"7,353.89","7,399.35","7,353.89","7,383.85"
08/14/2017,"7,309.96","7,377.66","7,309.96","7,353.89"
08/11/2017,"7,389.94","7,389.96","7,296.49","7,309.96"
08/10/2017,"7,498.06","7,498.06","7,376.66","7,389.94"
08/09/2017,"7,542.73","7,542.73","7,475.83","7,498.06"
08/08/2017,"7,531.94","7,551.85","7,518.45","7,542.73"
08/07/2017,"7,511.71","7,533.74","7,511.71","7,531.94"
08/04/2017,"7,474.77","7,519.06","7,465.12","7,511.71"
08/03/2017,"7,411.43","7,484.53","7,384.22","7,474.77"
08/02/2017,"7,423.66","7,434.71","7,388.91","7,411.43"
08/01/2017,"7,372.00","7,440.14","7,372.00","7,423.66"
07/31/2017,"7,368.37","7,425.52","7,367.86","7,372.00"
07/28/2017,"7,443.01","7,443.01","7,339.44","7,368.37"
07/27/2017,"7,452.32","7,461.85","7,410.85","7,443.01"
07/26/2017,"7,434.82","7,487.05","7,434.68","7,452.32"
07/25/2017,"7,377.73","7,453.74","7,377.73","7,434.82"
07/24/2017,"7,452.91","7,453.22","7,357.50","7,377.73"
